MA1673.1	Other C4 zinc finger-type factors	JASPAR_plants
MA0581.1	B3	JASPAR_plants
MA1246.1	AP2/EREBP	JASPAR_plants
MA0590.1	LEAFY	JASPAR_plants
MA1185.1	Tryptophan cluster factors	JASPAR_plants
MA2022.1	Other C4 zinc finger-type factors	JASPAR_plants
MA1363.1	Basic helix-loop-helix factors (bHLH)	JASPAR_plants
MA1158.1	C2H2 zinc finger factors	JASPAR_plants
MA0053.1	Other C4 zinc finger-type factors	JASPAR_plants
MA1179.1	Tryptophan cluster factors	JASPAR_plants
MA1762.1	Tryptophan cluster factors	JASPAR_plants
MA1173.1	Tryptophan cluster factors	JASPAR_plants
MA1169.1	Tryptophan cluster factors	JASPAR_plants
MA2007.1	Tryptophan cluster factors	JASPAR_plants
MA2026.1	Tryptophan cluster factors	JASPAR_plants
MA1036.1	Tryptophan cluster factors	JASPAR_plants
MA1181.1	Tryptophan cluster factors	JASPAR_plants
MA1764.1	Tryptophan cluster factors	JASPAR_plants
MA1170.1	Tryptophan cluster factors	JASPAR_plants
MA1176.1	Tryptophan cluster factors	JASPAR_plants
MA1765.1	Tryptophan cluster factors	JASPAR_plants
MA1426.1	Tryptophan cluster factors	JASPAR_plants
MA2041.1	Tryptophan cluster factors	JASPAR_plants
MA0574.1	Tryptophan cluster factors	JASPAR_plants
MA1766.1	Tryptophan cluster factors	JASPAR_plants
MA1767.1	Tryptophan cluster factors	JASPAR_plants
MA1037.1	Tryptophan cluster factors	JASPAR_plants
MA1292.1	Tryptophan cluster factors	JASPAR_plants
MA1038.1	Tryptophan cluster factors	JASPAR_plants
MA1768.1	Tryptophan cluster factors	JASPAR_plants
MA1391.2	Tryptophan cluster factors	JASPAR_plants
MA1769.1	Tryptophan cluster factors	JASPAR_plants
MA1178.2	Tryptophan cluster factors	JASPAR_plants
MA1180.1	Tryptophan cluster factors	JASPAR_plants
MA1172.1	Tryptophan cluster factors	JASPAR_plants
MA1039.1	Tryptophan cluster factors	JASPAR_plants
MA1770.1	Tryptophan cluster factors	JASPAR_plants
MA1771.1	Tryptophan cluster factors	JASPAR_plants
MA1772.1	Tryptophan cluster factors	JASPAR_plants
MA2027.1	Tryptophan cluster factors	JASPAR_plants
MA1040.1	Tryptophan cluster factors	JASPAR_plants
MA2028.1	Tryptophan cluster factors	JASPAR_plants
MA1773.1	Tryptophan cluster factors	JASPAR_plants
MA1171.1	Tryptophan cluster factors	JASPAR_plants
MA1041.1	Tryptophan cluster factors	JASPAR_plants
MA1174.1	Tryptophan cluster factors	JASPAR_plants
MA1293.1	Tryptophan cluster factors	JASPAR_plants
MA2042.1	Tryptophan cluster factors	JASPAR_plants
MA1042.1	Tryptophan cluster factors	JASPAR_plants
MA1774.1	Tryptophan cluster factors	JASPAR_plants
MA1775.1	Tryptophan cluster factors	JASPAR_plants
MA1294.1	Tryptophan cluster factors	JASPAR_plants
MA2024.1	Tryptophan cluster factors	JASPAR_plants
MA1177.1	Tryptophan cluster factors	JASPAR_plants
MA1776.1	Tryptophan cluster factors	JASPAR_plants
MA1393.2	Tryptophan cluster factors	JASPAR_plants
MA1394.2	Tryptophan cluster factors	JASPAR_plants
MA1777.1	Tryptophan cluster factors	JASPAR_plants
MA0575.1	Tryptophan cluster factors	JASPAR_plants
MA1778.1	Tryptophan cluster factors	JASPAR_plants
MA1175.1	Tryptophan cluster factors	JASPAR_plants
MA1779.1	Tryptophan cluster factors	JASPAR_plants
MA2029.1	Tryptophan cluster factors	JASPAR_plants
MA1780.1	Tryptophan cluster factors	JASPAR_plants
MA2025.1	Tryptophan cluster factors	JASPAR_plants
MA1781.1	Tryptophan cluster factors	JASPAR_plants
MA2030.1	Tryptophan cluster factors	JASPAR_plants
MA1392.2	Tryptophan cluster factors	JASPAR_plants
MA2008.1	Tryptophan cluster factors	JASPAR_plants
MA0566.1	Basic helix-loop-helix factors (bHLH)	JASPAR_plants
MA0568.1	Basic helix-loop-helix factors (bHLH)	JASPAR_plants
MA0569.1	Basic helix-loop-helix factors (bHLH)	JASPAR_plants
MA1168.1	Tryptophan cluster factors	JASPAR_plants
MA2015.1	beta-Hairpin exposed by an alpha/beta-scaffold	JASPAR_plants
MA2043.1	GCM domain factors	JASPAR_plants
MA1783.1	GCM domain factors	JASPAR_plants
MA2044.1	GCM domain factors	JASPAR_plants
MA2009.1	GCM domain factors	JASPAR_plants
MA1784.1	GCM domain factors	JASPAR_plants
MA1660.1	GCM domain factors	JASPAR_plants
MA2005.1	GCM domain factors	JASPAR_plants
MA1674.2	GCM domain factors	JASPAR_plants
MA1785.1	GCM domain factors	JASPAR_plants
MA1786.1	GCM domain factors	JASPAR_plants
MA2006.1	GCM domain factors	JASPAR_plants
MA0935.1	GCM domain factors	JASPAR_plants
MA1427.2	GCM domain factors	JASPAR_plants
MA1675.1	GCM domain factors	JASPAR_plants
MA2045.1	GCM domain factors	JASPAR_plants
MA2046.1	GCM domain factors	JASPAR_plants
MA2047.1	GCM domain factors	JASPAR_plants
MA2033.1	GCM domain factors	JASPAR_plants
MA1045.1	GCM domain factors	JASPAR_plants
MA2048.1	GCM domain factors	JASPAR_plants
MA0936.1	GCM domain factors	JASPAR_plants
MA1787.1	GCM domain factors	JASPAR_plants
MA1663.2	GCM domain factors	JASPAR_plants
MA2049.1	GCM domain factors	JASPAR_plants
MA1788.1	GCM domain factors	JASPAR_plants
MA0937.1	GCM domain factors	JASPAR_plants
MA2034.1	GCM domain factors	JASPAR_plants
MA0938.2	GCM domain factors	JASPAR_plants
MA1676.2	GCM domain factors	JASPAR_plants
MA1789.1	GCM domain factors	JASPAR_plants
MA1790.1	GCM domain factors	JASPAR_plants
MA2035.1	GCM domain factors	JASPAR_plants
MA2036.1	GCM domain factors	JASPAR_plants
MA1677.1	GCM domain factors	JASPAR_plants
MA0939.1	GCM domain factors	JASPAR_plants
MA1043.1	GCM domain factors	JASPAR_plants
MA1791.1	GCM domain factors	JASPAR_plants
MA2037.1	GCM domain factors	JASPAR_plants
MA1792.1	GCM domain factors	JASPAR_plants
MA2050.1	GCM domain factors	JASPAR_plants
MA2038.1	GCM domain factors	JASPAR_plants
MA2053.1	GCM domain factors	JASPAR_plants
MA2051.1	GCM domain factors	JASPAR_plants
MA2018.1	GCM domain factors	JASPAR_plants
MA1044.1	GCM domain factors	JASPAR_plants
MA1793.1	Tryptophan cluster factors	JASPAR_plants
MA1794.1	RWP-RK	JASPAR_plants
MA1678.2	GCM domain factors	JASPAR_plants
MA1046.1	GCM domain factors	JASPAR_plants
MA1157.1	C2H2 zinc finger factors	JASPAR_plants
MA1816.1	Basic helix-loop-helix factors (bHLH)	JASPAR_plants
MA1417.1	Basic leucine zipper factors (bZIP)	JASPAR_plants
MA1033.1	Basic leucine zipper factors (bZIP)	JASPAR_plants
MA1031.1	Basic helix-loop-helix factors (bHLH)	JASPAR_plants
MA1034.1	AP2/EREBP	JASPAR_plants
MA1050.1	Basic helix-loop-helix factors (bHLH)	JASPAR_plants
MA1409.1	Tryptophan cluster factors	JASPAR_plants
MA1030.1	Tryptophan cluster factors	JASPAR_plants
MA0064.1	Other C4 zinc finger-type factors	JASPAR_plants
MA0127.1	""	JASPAR_plants
MA1389.1	Tryptophan cluster factors	JASPAR_plants
MA1163.2	Tryptophan cluster factors	JASPAR_plants
MA1166.1	Tryptophan cluster factors	JASPAR_plants
MA1388.1	Tryptophan cluster factors	JASPAR_plants
MA2023.1	Tryptophan cluster factors	JASPAR_plants
MA1384.1	Tryptophan cluster factors	JASPAR_plants
MA0987.1	Other C4 zinc finger-type factors	JASPAR_plants
MA0988.1	Basic helix-loop-helix factors (bHLH)	JASPAR_plants
MA0989.1	Other C4 zinc finger-type factors	JASPAR_plants
MA1007.1	AP2/EREBP	JASPAR_plants
MA1008.1	AP2/EREBP	JASPAR_plants
MA1023.1	AP2/EREBP	JASPAR_plants
MA1022.1	Other C4 zinc finger-type factors	JASPAR_plants
MA1021.1	Basic helix-loop-helix factors (bHLH)	JASPAR_plants
MA1010.1	AP2/EREBP	JASPAR_plants
MA1011.1	Basic helix-loop-helix factors (bHLH)	JASPAR_plants
MA0559.1	MADS box factors	JASPAR_plants
MA0552.1	Basic helix-loop-helix factors (bHLH)	JASPAR_plants
MA0560.1	Basic helix-loop-helix factors (bHLH)	JASPAR_plants
MA0561.1	Basic helix-loop-helix factors (bHLH)	JASPAR_plants
MA0562.1	Basic helix-loop-helix factors (bHLH)	JASPAR_plants
MA1377.1	AP2/EREBP	JASPAR_plants
MA0955.1	C2H2 zinc finger factors	JASPAR_plants
MA1416.1	C2H2 zinc finger factors	JASPAR_plants
MA1679.1	AP2/EREBP	JASPAR_plants
MA0980.2	AP2/EREBP	JASPAR_plants
MA1266.1	AP2/EREBP	JASPAR_plants
MA1256.1	AP2/EREBP	JASPAR_plants
MA1051.1	AP2/EREBP	JASPAR_plants
MA1795.1	AP2/EREBP	JASPAR_plants
MA1221.1	AP2/EREBP	JASPAR_plants
MA1796.1	AP2/EREBP	JASPAR_plants
MA1251.1	AP2/EREBP	JASPAR_plants
MA0582.1	B3	JASPAR_plants
MA0583.1	B3	JASPAR_plants
MA1797.1	B3	JASPAR_plants
MA0576.1	Tryptophan cluster factors	JASPAR_plants
MA1415.1	C2H2 zinc finger factors	JASPAR_plants
MA1814.1	MADS box factors	JASPAR_plants
MA1184.1	Tryptophan cluster factors	JASPAR_plants
MA1187.1	Tryptophan cluster factors	JASPAR_plants
MA1190.1	Tryptophan cluster factors	JASPAR_plants
MA1183.1	Tryptophan cluster factors	JASPAR_plants
MA1401.1	Tryptophan cluster factors	JASPAR_plants
MA1191.1	Tryptophan cluster factors	JASPAR_plants
MA1182.1	Tryptophan cluster factors	JASPAR_plants
MA0584.1	MADS box factors	JASPAR_plants
MA0563.1	MADS box factors	JASPAR_plants
MA1159.1	C2H2 zinc finger factors	JASPAR_plants
MA1405.1	C2H2 zinc finger factors	JASPAR_plants
MA2010.1	GCM domain factors	JASPAR_plants
MA0553.1	AP2/EREBP	JASPAR_plants
MA0554.1	MADS box factors	JASPAR_plants
MA1379.1	CPP	JASPAR_plants
MA1055.2	SBP	JASPAR_plants
MA1799.1	C2H2 zinc finger factors	JASPAR_plants
